fiscal_year,fund,department,class_id,class,minor_class_id,minor_class,total
2015,General Operating Fund,Health,3,Materials and Supplies,318,"Janitorial, Laundry and Household",129165
2015,General Operating Fund,Health,3,Materials and Supplies,320,Office Materials and Supplies,364600
2015,General Operating Fund,Health,3,Materials and Supplies,322,Small Power Tools and Hand Tools,5890
2015,General Operating Fund,Health,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,63728
2015,General Operating Fund,Health,3,Materials and Supplies,324,"Precision, Photographic and Artists",91712
2015,General Operating Fund,Health,3,Materials and Supplies,325,Printing,145571
2015,General Operating Fund,Health,3,Materials and Supplies,326,Recreational and Educational,1105
2015,General Operating Fund,Health,3,Materials and Supplies,399,Other Materials and Supplies (noc),149759
2015,General Operating Fund,Health,4,Equipment,417,Hospital and Laboratory,48465
2015,General Operating Fund,Health,4,Equipment,420,Office Equipment,38321
2015,General Operating Fund,Health,4,Equipment,427,Computer Equipment & Peripherals,46849
2015,General Operating Fund,Health,4,Equipment,428,Vehicles -- Motor and Motorless,3857
2015,General Operating Fund,Health,4,Equipment,430,Furniture and Furnishings,31708
2015,General Operating Fund,Health,4,Equipment,499,Other Equipment (noc),15894
2015,General Operating Fund,Health,8,Payments to Other Funds,804,Payments to Capital Projects Fund,500000
2015,General Operating Fund,Office of Bh/mr Services,1,Personal Services,101,Perm Full Time-civilian,965865
2015,General Operating Fund,Office of Bh/mr Services,1,Personal Services,161,Overtime Civilian,3000
2015,General Operating Fund,Office of Bh/mr Services,1,Personal Services,181,Shift,305
2015,General Operating Fund,Office of Bh/mr Services,2,Purchase of Services,250,Professional Consult/spec Services,845492
2015,General Operating Fund,Office of Bh/mr Services,2,Purchase of Services,254,Mental Health & Retardation Service,12130018
2015,General Operating Fund,Recreation,1,Personal Services,100,Salary Control,454749
2015,General Operating Fund,Recreation,1,Personal Services,101,Perm Full Time-civilian,30671732
2015,General Operating Fund,Recreation,1,Personal Services,111,Perm Part Time,1833402
2015,General Operating Fund,Recreation,1,Personal Services,121,Temporary Seasonal,5830183
2015,General Operating Fund,Recreation,1,Personal Services,161,Overtime Civilian,2307776
2015,General Operating Fund,Recreation,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",83675
2015,General Operating Fund,Recreation,1,Personal Services,181,Shift,99438
2015,General Operating Fund,Recreation,2,Purchase of Services,201,Cleaning and Laundering,17580
2015,General Operating Fund,Recreation,2,Purchase of Services,202,Janitorial Services,39496
2015,General Operating Fund,Recreation,2,Purchase of Services,209,Telephone,7576
2015,General Operating Fund,Recreation,2,Purchase of Services,210,Postage,750
2015,General Operating Fund,Recreation,2,Purchase of Services,211,Transportation,7500
2015,General Operating Fund,Recreation,2,Purchase of Services,230,Meals-non-travel & Officl Entertain,1500
2015,General Operating Fund,Recreation,2,Purchase of Services,240,Advertising/promotional Activities,4000
2015,General Operating Fund,Recreation,2,Purchase of Services,250,Professional Consult/spec Services,4699377
2015,General Operating Fund,Recreation,2,Purchase of Services,253,Legal Services,28177
2015,General Operating Fund,Recreation,2,Purchase of Services,255,Dues,510
2015,General Operating Fund,Recreation,2,Purchase of Services,256,Seminar and Training Sessions,6156
2015,General Operating Fund,Recreation,2,Purchase of Services,260,Repair and Maintenance Charges,1028127
2015,General Operating Fund,Recreation,2,Purchase of Services,280,Insurance and Official Bonds,7388
2015,General Operating Fund,Recreation,2,Purchase of Services,285,Rents,280177
2015,General Operating Fund,Recreation,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),86211
2015,General Operating Fund,Recreation,3,Materials and Supplies,301,Agricultural and Botanical,110572
2015,General Operating Fund,Recreation,3,Materials and Supplies,305,Building and Construction,571537
2015,General Operating Fund,Recreation,3,Materials and Supplies,307,Chemicals and Gases,353332
2015,General Operating Fund,Recreation,3,Materials and Supplies,310,Electrical and Communication,208837
2015,General Operating Fund,Recreation,3,Materials and Supplies,314,Fuel -- Heating and Lighting,220000
2015,General Operating Fund,Recreation,3,Materials and Supplies,316,General Hardware and Minor Tools,104677
2015,General Operating Fund,Recreation,3,Materials and Supplies,318,"Janitorial, Laundry and Household",181947
2015,General Operating Fund,Recreation,3,Materials and Supplies,320,Office Materials and Supplies,51517
2015,General Operating Fund,Recreation,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,278619
2015,General Operating Fund,Recreation,3,Materials and Supplies,324,"Precision, Photographic and Artists",28295
2015,General Operating Fund,Recreation,3,Materials and Supplies,326,Recreational and Educational,118037
2015,General Operating Fund,Recreation,3,Materials and Supplies,399,Other Materials and Supplies (noc),116090
2015,General Operating Fund,Recreation,4,Equipment,420,Office Equipment,4899
2015,General Operating Fund,Recreation,4,Equipment,423,Plumbing/air Conditioning/space Htg,54740
2015,General Operating Fund,Recreation,4,Equipment,427,Computer Equipment & Peripherals,5612
2015,General Operating Fund,Recreation,4,Equipment,430,Furniture and Furnishings,40249
2015,General Operating Fund,Recreation,4,Equipment,499,Other Equipment (noc),144845
2015,General Operating Fund,Recreation,5,"Contributions, Indemnities, Refunds, Taxes",505,Contributions-ed & Non-prof Rec Org,2502500
2015,General Operating Fund,Atwater Kent Museum,1,Personal Services,101,Perm Full Time-civilian,231645
2015,General Operating Fund,Atwater Kent Museum,1,Personal Services,161,Overtime Civilian,3074
2015,General Operating Fund,Atwater Kent Museum,5,"Contributions, Indemnities, Refunds, Taxes",517,Contributions-gov & Non-prof Not Ed,50000
2015,General Operating Fund,Public Property,1,Personal Services,100,Salary Control,92124
2015,General Operating Fund,Public Property,1,Personal Services,101,Perm Full Time-civilian,7397028
2015,General Operating Fund,Public Property,1,Personal Services,121,Temporary Seasonal,111284
2015,General Operating Fund,Public Property,1,Personal Services,161,Overtime Civilian,388814
2015,General Operating Fund,Public Property,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",25556
2015,General Operating Fund,Public Property,1,Personal Services,181,Shift,8376
2015,General Operating Fund,Public Property,2,Purchase of Services,201,Cleaning and Laundering,70830
2015,General Operating Fund,Public Property,2,Purchase of Services,202,Janitorial Services,4446043
2015,General Operating Fund,Public Property,2,Purchase of Services,209,Telephone,202
2015,General Operating Fund,Public Property,2,Purchase of Services,210,Postage,5898
2015,General Operating Fund,Public Property,2,Purchase of Services,211,Transportation,5178
2015,General Operating Fund,Public Property,2,Purchase of Services,220,Electric Current-structures/streets,22293588
2015,General Operating Fund,Public Property,2,Purchase of Services,221,Gas Services,6302206
2015,General Operating Fund,Public Property,2,Purchase of Services,222,Steam for Heating,2380372
2015,General Operating Fund,Public Property,2,Purchase of Services,250,Professional Consult/spec Services,86541889
2015,General Operating Fund,Public Property,2,Purchase of Services,251,Information Technology-prof Service,32000
2015,General Operating Fund,Public Property,2,Purchase of Services,256,Seminar and Training Sessions,10000
2015,General Operating Fund,Public Property,2,Purchase of Services,257,Architectural & Engineering Srvcs,25000
2015,General Operating Fund,Public Property,2,Purchase of Services,260,Repair and Maintenance Charges,4982112
2015,General Operating Fund,Public Property,2,Purchase of Services,280,Insurance and Official Bonds,60000
2015,General Operating Fund,Public Property,2,Purchase of Services,284,Ground and Building Rental,20521298
2015,General Operating Fund,Public Property,2,Purchase of Services,299,Other Expenses (not Othrwse Clssfd),37975
2015,General Operating Fund,Public Property,3,Materials and Supplies,304,Books and Other Publications,1189
2015,General Operating Fund,Public Property,3,Materials and Supplies,305,Building and Construction,232682
2015,General Operating Fund,Public Property,3,Materials and Supplies,307,Chemicals and Gases,31719
2015,General Operating Fund,Public Property,3,Materials and Supplies,308,Dry Goods/notions/wearing Apparel,34225
2015,General Operating Fund,Public Property,3,Materials and Supplies,310,Electrical and Communication,235597
2015,General Operating Fund,Public Property,3,Materials and Supplies,311,General Equipment and Machinery,31902
2015,General Operating Fund,Public Property,3,Materials and Supplies,312,Fire Fighting and Safety,13800
2015,General Operating Fund,Public Property,3,Materials and Supplies,314,Fuel -- Heating and Lighting,117000
2015,General Operating Fund,Public Property,3,Materials and Supplies,316,General Hardware and Minor Tools,66245
2015,General Operating Fund,Public Property,3,Materials and Supplies,318,"Janitorial, Laundry and Household",32486
2015,General Operating Fund,Public Property,3,Materials and Supplies,320,Office Materials and Supplies,36778
2015,General Operating Fund,Public Property,3,Materials and Supplies,322,Small Power Tools and Hand Tools,24500
2015,General Operating Fund,Public Property,3,Materials and Supplies,323,Plumbing/air Conditioning/space Htg,263702
2015,General Operating Fund,Public Property,3,Materials and Supplies,324,"Precision, Photographic and Artists",27241
2015,General Operating Fund,Public Property,3,Materials and Supplies,325,Printing,198
2015,General Operating Fund,Public Property,3,Materials and Supplies,328,Motor Vehicle Parts and Accessories,14000
2015,General Operating Fund,Public Property,3,Materials and Supplies,340,#2 Diesel Fuel,10000
2015,General Operating Fund,Public Property,3,Materials and Supplies,399,Other Materials and Supplies (noc),28683
2015,General Operating Fund,Public Property,4,Equipment,403,"Bakeshop, Dining Room and Kitchen",15270
2015,General Operating Fund,Public Property,4,Equipment,410,Electrical Lighting Communication,9000
2015,General Operating Fund,Public Property,4,Equipment,411,General Equipment and Machinery,3200
2015,General Operating Fund,Public Property,4,Equipment,423,Plumbing/air Conditioning/space Htg,41912
2015,General Operating Fund,Public Property,4,Equipment,427,Computer Equipment & Peripherals,38550
2015,General Operating Fund,Public Property,4,Equipment,430,Furniture and Furnishings,24620
2015,General Operating Fund,Public Property,4,Equipment,499,Other Equipment (noc),4036
2015,General Operating Fund,Public Property,8,Payments to Other Funds,803,Payments to Water Fund,22288897
2015,General Operating Fund,Public Property,8,Payments to Other Funds,804,Payments to Capital Projects Fund,264000
2015,General Operating Fund,Human Services,1,Personal Services,100,Salary Control,158037
2015,General Operating Fund,Human Services,1,Personal Services,101,Perm Full Time-civilian,20897056
2015,General Operating Fund,Human Services,1,Personal Services,161,Overtime Civilian,3077635
2015,General Operating Fund,Human Services,1,Personal Services,171,"Holiday ""g""(2/3 Shifts)",151993
2015,General Operating Fund,Human Services,1,Personal Services,181,Shift,54689
2015,General Operating Fund,Human Services,2,Purchase of Services,201,Cleaning and Laundering,1910
2015,General Operating Fund,Human Services,2,Purchase of Services,202,Janitorial Services,254
2015,General Operating Fund,Human Services,2,Purchase of Services,205,Refuse/garbage/silt/sludge Removal,11173
2015,General Operating Fund,Human Services,2,Purchase of Services,209,Telephone,661525
